accuracy,brier_score,log_loss,roc_auc,calibration_error,model_name,feature_count,model_kind,avg_predicted_probability,min_predicted_probability,max_predicted_probability,"bucket_(0.2, 0.3]","bucket_(0.3, 0.4]","bucket_(0.4, 0.5]","bucket_(0.5, 0.6]","bucket_(0.6, 0.7]","bucket_(0.7, 0.8]","bucket_(0.8, 0.9]","bucket_(0.1, 0.2]","bucket_(0.9, 1.0]",home_team_baseline_log_loss,elo_baseline_log_loss,team_only_model_log_loss,sportsbook_benchmark_log_loss,beats_home_team_baseline,beats_elo_baseline,beats_team_only_model,beats_sportsbook_benchmark,row_type,probability_bucket,games,realized_home_win_rate
,,,,,team_features_plus_selected_player_features_l1,,,0.55132552621175,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.5, 0.6]",261.0,0.6283524904214559
,,,,,team_features_plus_selected_player_features_l1,,,0.6460734515074853,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.6, 0.7]",235.0,0.6212765957446809
,,,,,team_features_plus_selected_player_features_l1,,,0.7436134309640092,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.7, 0.8]",144.0,0.7361111111111112
,,,,,team_features_plus_selected_player_features_l1,,,0.8235887097305608,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.8, 0.9]",42.0,0.6904761904761905
,,,,,team_features_plus_selected_player_features_elasticnet,,,0.17139361142077172,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.1, 0.2]",13.0,0.07692307692307693
,,,,,team_features_plus_selected_player_features_elasticnet,,,0.2600341786244441,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.2, 0.3]",95.0,0.29473684210526313
,,,,,team_features_plus_selected_player_features_elasticnet,,,0.352899663138824,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.3, 0.4]",177.0,0.3954802259887006
,,,,,team_features_plus_selected_player_features_elasticnet,,,0.44865374657136875,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.4, 0.5]",246.0,0.4878048780487805
,,,,,team_features_plus_selected_player_features_elasticnet,,,0.5495128149417946,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.5, 0.6]",278.0,0.60431654676259
,,,,,team_features_plus_selected_player_features_elasticnet,,,0.6478563659462029,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.6, 0.7]",242.0,0.6446280991735537
,,,,,team_features_plus_selected_player_features_elasticnet,,,0.7459380795589283,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.7, 0.8]",139.0,0.7122302158273381
,,,,,team_features_plus_selected_player_features_elasticnet,,,0.826782435207096,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.8, 0.9]",40.0,0.675
,,,,,team_features_plus_selected_player_features_random_forest,,,0.28752295426772007,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.2, 0.3]",12.0,0.16666666666666666
,,,,,team_features_plus_selected_player_features_random_forest,,,0.353798959140813,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.3, 0.4]",153.0,0.32679738562091504
,,,,,team_features_plus_selected_player_features_random_forest,,,0.45242589006616424,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.4, 0.5]",250.0,0.428
,,,,,team_features_plus_selected_player_features_random_forest,,,0.5512653232678096,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.5, 0.6]",264.0,0.5265151515151515
,,,,,team_features_plus_selected_player_features_random_forest,,,0.652002372004724,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.6, 0.7]",304.0,0.6447368421052632
,,,,,team_features_plus_selected_player_features_random_forest,,,0.7428795445975303,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.7, 0.8]",228.0,0.706140350877193
,,,,,team_features_plus_selected_player_features_random_forest,,,0.8069245545939252,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.8, 0.9]",19.0,0.7368421052631579
,,,,,team_features_plus_selected_player_features_gradient_boosting,,,0.2817816217155384,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.2, 0.3]",12.0,0.3333333333333333
,,,,,team_features_plus_selected_player_features_gradient_boosting,,,0.3579980436235394,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.3, 0.4]",174.0,0.3218390804597701
,,,,,team_features_plus_selected_player_features_gradient_boosting,,,0.4539526489283762,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.4, 0.5]",250.0,0.436
,,,,,team_features_plus_selected_player_features_gradient_boosting,,,0.5512937909922718,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.5, 0.6]",234.0,0.5341880341880342
,,,,,team_features_plus_selected_player_features_gradient_boosting,,,0.6527112424404372,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.6, 0.7]",306.0,0.630718954248366
,,,,,team_features_plus_selected_player_features_gradient_boosting,,,0.7414365647295841,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.7, 0.8]",200.0,0.695
,,,,,team_features_plus_selected_player_features_gradient_boosting,,,0.8153063470633548,,,,,,,,,,,,,,,,,,,,calibration_bucket,"(0.8, 0.9]",54.0,0.7962962962962963
